VARIABLES = \
"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     ,   "relrms[Rho]"  ,  "relrms[RhoU]"  ,  "relrms[RhoV]"  ,  "relrms[RhoE]"  ,    "relrms[k]"   ,    "relrms[w]"   
          0,           0,           0,      -2.772507176,      -12.20490747,      -12.39227123,       2.677135862,       4.847446533,       8.332062803,      0.5813530929,      -1.017067987,                 0,                 0,                 0,     -0.2839114846,      0.5813530929,      -1.017067987,                 0,      -1.749484091,    0.001809201288,                 0,                 0,                 0,                 0,                 0,                 0
          0,           0,           1,      -3.032858099,     -0.6722085731,     -0.5739750485,       2.404779634,       4.207608591,       7.689219813,      0.7305819654,      -1.206446991,                 0,                 0,                 0,     -0.3254388585,      0.7305819654,      -1.206446991,                 0,      -1.651350633,    0.001822072442,     -0.2603509228,                 0,                 0,     -0.2723562279,     -0.6398379422,     -0.6428429899
          0,           0,           2,      -3.317576333,     -0.8455188621,     -0.8213180652,       2.127447628,       3.458660373,       6.930270041,      0.7003237514,      -1.033890234,                 0,                 0,                 0,     -0.2706499313,      0.7003237514,      -1.033890234,                 0,      -1.476303255,    0.001822072442,     -0.5450691573,      -0.173310289,     -0.2473430167,     -0.5496882346,       -1.38878616,      -1.401792762
          0,           0,           3,      -3.489544176,      -1.006929941,      -1.055583486,       1.963994679,       2.350253095,       5.801220953,      0.6600635855,     -0.9353421015,                 0,                 0,                 0,     -0.2395747686,      0.6600635855,     -0.9353421015,                 0,      -1.417048482,    0.001822072442,         -0.717037,     -0.3347213678,     -0.4816084376,      -0.713141183,      -2.497193438,       -2.53084185
          0,           0,           4,      -3.557966104,       -1.08551431,      -1.118907008,       1.894671567,      0.4753534509,       4.647052489,      0.6368681368,     -0.9057424604,                 0,                 0,                 0,     -0.2302747358,      0.6368681368,     -0.9057424604,                 0,      -1.422182094,    0.001822072442,     -0.7854589279,     -0.4133057368,     -0.5449319591,     -0.7824642954,      -4.372093082,      -3.685010314
          0,           0,           0,      -3.580854119,      -1.122496928,      -1.135036791,       1.870091165,     -0.8950943824,        4.25822378,       0.621299621,     -0.8946742402,                 0,                 0,                 0,     -0.2256781592,       0.621299621,     -0.8946742402,                 0,      -1.440004484,    0.001822360636,                 0,                 0,                 0,                 0,                 0,                 0
          0,           0,           1,      -3.582242607,      -1.144401648,      -1.129260671,       1.868086993,      -1.100970615,        3.81648919,      0.6083649557,      -0.894216866,                 0,                 0,                 0,     -0.2256126764,      0.6083649557,      -0.894216866,                 0,      -1.469869127,    0.001822360636,   -0.001388488048,    -0.02190471912,                 0,   -0.002004172308,     -0.2058762327,     -0.4417345903
          0,           0,           2,      -3.563602631,       -1.15199888,      -1.100183169,       1.887119729,      -1.232470565,       3.488810874,      0.5954192543,     -0.8942048307,                 0,                 0,                 0,     -0.2256097604,      0.5954192543,     -0.8942048307,                 0,      -1.501807045,    0.001822360636,                 0,    -0.02950195119,                 0,                 0,     -0.3373761829,     -0.7694129068
          0,           0,           3,      -3.527362324,      -1.142394315,      -1.051105892,       1.924503785,      -1.329962843,       3.282312864,      0.5817702603,     -0.8936688239,                 0,                 0,                 0,     -0.2253054361,      0.5817702603,     -0.8936688239,                 0,      -1.536119814,    0.001822360636,                 0,    -0.01989738639,                 0,                 0,     -0.4348684608,      -0.975910916
          0,           0,           4,      -3.479668507,      -1.114632194,     -0.9901034374,       1.973421467,      -1.404235558,       3.184524691,      0.5671332191,       -0.89281748,                 0,                 0,                 0,     -0.2248148695,      0.5671332191,       -0.89281748,                 0,      -1.574264123,    0.001822360636,                 0,                 0,                 0,                 0,     -0.5091411754,      -1.073699089
          1,           0,           0,      -2.937407586,     -0.5488879721,     -0.3797773317,       2.473786675,       3.809404577,       7.320729479,      0.5476651135,     -0.8544218092,                 0,                 0,                 0,     -0.2046342627,      0.5476651135,     -0.8544218092,                 0,      -1.560117284,    0.001824934829,                 0,                 0,                 0,                 0,                 0,                 0
          1,           0,           1,      -3.217091383,     -0.8329947897,     -0.6739465733,       2.230983686,       3.197923763,       6.700284922,       0.530968118,     -0.8577866058,                 0,                 0,                 0,     -0.2068359053,       0.530968118,     -0.8577866058,                 0,      -1.615514335,    0.001824934829,      -0.279683797,     -0.2841068176,     -0.2941692415,     -0.2428029892,     -0.6114808137,      -0.620444557
          1,           0,           2,      -3.254936326,     -0.8604163872,     -0.7093974616,        2.19917471,       2.544562195,        6.02099383,      0.5129195297,      -0.861195342,                 0,                 0,                 0,     -0.2087445288,      0.5129195297,      -0.861195342,                 0,      -1.679006729,     0.00229802325,     -0.3175287399,     -0.3115284151,     -0.3296201299,     -0.2746119656,      -1.264842382,      -1.299735649
          1,           0,           3,      -3.277785304,     -0.8625463367,     -0.7223831441,        2.17950333,       1.722245092,       5.145048812,      0.4931158989,     -0.8609110198,                 0,                 0,                 0,     -0.2086178162,      0.4931158989,     -0.8609110198,                 0,      -1.745859385,     0.00229802325,      -0.340377718,     -0.3136583645,     -0.3426058124,     -0.2942833451,      -2.087159485,      -2.175680667
          1,           0,           4,      -3.314501034,     -0.8770725086,     -0.7480874566,       2.146266328,        0.48126616,       3.846470929,      0.4716354369,     -0.8583376302,                 0,                 0,                 0,     -0.2072990898,      0.4716354369,     -0.8583376302,                 0,      -1.819917595,     0.00229802325,     -0.3770934484,     -0.3281845365,     -0.3683101249,     -0.3275203471,      -3.328138417,       -3.47425855
          1,           0,           0,      -3.372323437,     -0.9147276047,     -0.7972291568,       2.092794261,     -0.8401655036,       3.087724862,      0.4481176145,     -0.8493656204,                 0,                 0,                 0,     -0.2033843191,      0.4481176145,     -0.8493656204,                 0,      -1.895407797,     0.00229805916,                 0,                 0,                 0,                 0,                 0,                 0
          1,           0,           1,      -3.452821851,     -0.9785809524,     -0.8745991168,       2.017417615,         -1.236262,       3.074057154,      0.4236776968,     -0.8451281603,                 0,                 0,                 0,     -0.2012863334,      0.4236776968,     -0.8451281603,                 0,      -1.994743095,     0.00229805916,     -0.0804984145,    -0.06385334771,    -0.07736995998,    -0.07537664553,     -0.3960964967,    -0.01366770786
          1,           0,           2,      -3.553468388,      -1.067574599,     -0.9820022491,       1.921924117,      -1.392558961,       3.118424204,      0.3980448719,     -0.8396877405,                 0,                 0,                 0,     -0.1987021416,      0.3980448719,     -0.8396877405,                 0,      -2.109530357,     0.00229805916,     -0.1811449515,     -0.1528469943,     -0.1847730923,     -0.1708701432,     -0.5523934578,                 0
          1,           0,           3,      -3.666485514,      -1.177235221,      -1.118971677,       1.812364299,      -1.499697967,       3.149398438,      0.3715716944,      -0.832537531,                 0,                 0,                 0,      -0.195467589,      0.3715716944,      -0.832537531,                 0,      -2.240583832,     0.00229805916,     -0.2941620773,     -0.2625076165,     -0.3217425203,     -0.2804299618,     -0.6595324629,                 0
          1,           0,           4,      -3.777043531,       -1.29755899,      -1.280355447,        1.70075282,      -1.580777094,       3.195240163,      0.3448259227,     -0.8239480061,                 0,                 0,                 0,     -0.1917203273,      0.3448259227,     -0.8239480061,                 0,      -2.389460745,     0.00229805916,      -0.404720094,     -0.3828313855,     -0.4831262906,      -0.392041441,     -0.7406115904,                 0
          2,           0,           0,      -2.587947581,      -0.183959128,    -0.04716631162,       2.840456806,       2.732689386,       6.270840842,      0.3159808097,     -0.7961861844,                 0,                 0,                 0,     -0.1814119398,      0.3159808097,     -0.7961861844,                 0,      -2.519729553,    0.002299083763,                 0,                 0,                 0,                 0,                 0,                 0
          2,           0,           1,      -2.928289278,      -0.436524485,     -0.3409837598,       2.512021892,       2.700524634,       6.310248821,      0.2902235519,     -0.7853385518,                 0,                 0,                 0,     -0.1772818222,      0.2902235519,     -0.7853385518,                 0,      -2.705978018,    0.002299083763,     -0.3403416964,      -0.252565357,     -0.2938174481,     -0.3284349139,    -0.03216475148,                 0
          2,           0,           2,      -3.174119783,     -0.6382563175,     -0.5798773376,       2.278554479,       2.700535917,       7.165670236,      0.2658000078,     -0.7752254303,                 0,                 0,                 0,     -0.1733213478,      0.2658000078,     -0.7752254303,                 0,      -2.916574144,    0.002299083763,      -0.586172202,     -0.4542971895,      -0.532711026,     -0.5619023271,    -0.03215346876,                 0
          2,           0,           3,      -3.389637711,     -0.8417105333,     -0.8263095833,       2.081089837,        2.70053629,       6.625682167,      0.2427473937,       -0.76349615,                 0,                 0,                 0,     -0.1688322354,      0.2427473937,       -0.76349615,                 0,      -3.145229031,    0.002299083763,     -0.8016901301,     -0.6577514053,     -0.7791432717,     -0.7593669695,    -0.03215309612,     -0.5399880683
          2,           0,           4,      -3.566399972,      -1.037628379,      -1.073158823,       1.916944141,       2.700536347,       6.237460736,      0.2211146092,     -0.7503865784,                 0,                 0,                 0,     -0.1639250405,      0.2211146092,     -0.7503865784,                 0,      -3.393654454,    0.002299083763,     -0.9784523902,     -0.8536692512,      -1.025992511,     -0.9235126648,    -0.03215303832,     -0.9282094995
          2,           0,           0,      -3.690944496,      -1.206467979,       -1.28374754,       1.792176181,       2.700536533,       6.193782678,      0.2008509173,     -0.7369363183,                 0,                 0,                 0,     -0.1591478608,      0.2008509173,     -0.7369363183,                 0,      -3.669071211,    0.002299065076,                 0,                 0,                 0,                 0,                 0,                 0
          2,           0,           1,      -3.769608525,      -1.328179316,      -1.394210674,       1.705979385,       2.700536756,       6.328692812,      0.1815727763,     -0.7213179905,                 0,                 0,                 0,     -0.1533029528,      0.1815727763,     -0.7213179905,                 0,      -3.972610901,    0.002299065076,    -0.07866402908,      -0.121711337,     -0.1104631341,    -0.08619679669,                 0,                 0
          2,           0,           2,      -3.823307618,      -1.401509302,      -1.413144619,       1.646283847,       2.700536929,       6.798904729,       0.163231409,     -0.7042972982,                 0,                 0,                 0,     -0.1468552038,       0.163231409,     -0.7042972982,                 0,      -4.314716773,    0.002299065076,     -0.1323631212,     -0.1950413223,     -0.1293970792,     -0.1458923339,                 0,                 0
          2,           0,           3,      -3.866579473,      -1.444096577,      -1.403621673,       1.600802619,       2.700536429,       7.110395656,      0.1459086718,      -0.686008673,                 0,                 0,                 0,     -0.1398094769,      0.1459086718,      -0.686008673,                 0,      -4.701630578,    0.002299065076,     -0.1756349766,     -0.2376285978,     -0.1198741335,     -0.1913735622,  -4.999841647e-07,                 0
          2,           0,           4,      -3.904517899,      -1.472990413,      -1.394144783,       1.563055817,       2.700536414,       6.584174349,      0.1299070271,     -0.6667490836,                 0,                 0,                 0,     -0.1322365385,      0.1299070271,     -0.6667490836,                 0,      -5.132509755,    0.002299065076,      -0.213573403,     -0.2665224338,     -0.1103972435,     -0.2291203638,  -5.151281801e-07,     -0.5262213071
          3,           0,           0,      -2.449926138,    0.003765681332,     0.07937016379,       2.981385579,       1.687444621,       6.095941016,      0.1123860094,     -0.6181542847,                 0,                 0,                 0,     -0.1123970667,      0.1123860094,     -0.6181542847,                 0,      -5.500277909,    0.002300765001,                 0,                 0,                 0,                 0,                 0,                 0
          3,           0,           1,      -2.889717258,     -0.3761145345,     -0.3498184443,       2.550305901,       1.021513006,       6.187484716,      0.1002359123,     -0.5988084484,                 0,                 0,                 0,     -0.1052337296,      0.1002359123,     -0.5988084484,                 0,      -5.973991106,    0.002300765001,     -0.4397911195,     -0.3798802158,     -0.4291886081,     -0.4310796776,     -0.6659316149,                 0
          3,           0,           2,      -3.196216026,     -0.7159309784,     -0.7520273912,       2.264659486,      0.9690197201,        5.66588608,     0.09072939247,     -0.5822276176,                 0,                 0,                 0,     -0.0987001278,     0.09072939247,     -0.5822276176,                 0,      -6.417188539,    0.002300765001,     -0.7462898884,     -0.7196966597,      -0.831397555,     -0.7167260931,     -0.7184249012,     -0.5215986363
          3,           0,           3,      -3.406979454,     -0.9954118321,      -1.048828207,       2.071189119,      0.9685864732,       5.616292207,     0.08364451234,     -0.5651556746,                 0,                 0,                 0,    -0.09168153644,     0.08364451234,     -0.5651556746,                 0,      -6.756637809,    0.002300765001,      -0.957053316,     -0.9991775134,      -1.128198371,       -0.91019646,     -0.7188581481,     -0.5711925096
          3,           0,           4,      -3.564852234,      -1.186629173,      -1.186269078,       1.921098017,      0.9693458355,       5.988918769,     0.07879683905,     -0.5481114811,                 0,                 0,                 0,    -0.08453577954,     0.07879683905,     -0.5481114811,                 0,      -6.956008487,    0.002300765001,      -1.114926096,      -1.190394854,      -1.265639242,      -1.060287561,     -0.7180987858,     -0.1985659471
          3,           0,           0,      -3.693257084,      -1.313338072,      -1.263072298,        1.79616255,      0.9710641999,       6.486908908,     0.07599360298,     -0.5343645821,                 0,                 0,                 0,    -0.07889456864,     0.07599360298,     -0.5343645821,                 0,      -7.031704791,    0.002300711177,                 0,                 0,                 0,                 0,                 0,                 0
          3,           0,           1,      -3.798574412,      -1.408650732,      -1.315472631,        1.69195521,        0.96961178,       6.333543007,     0.07402393502,     -0.5173303103,                 0,                 0,                 0,    -0.07141507505,     0.07402393502,     -0.5173303103,                 0,      -6.988689674,    0.002300711177,     -0.1053173276,    -0.09531266005,    -0.05240033381,       -0.10420734,   -0.001452419907,     -0.1533659012
          3,           0,           2,      -3.881706692,       -1.48327176,      -1.357624068,       1.607553163,        0.96900795,       5.829759942,     0.07250892848,     -0.4998498346,                 0,                 0,                 0,    -0.06355712839,     0.07250892848,     -0.4998498346,                 0,      -6.893631518,    0.002300711177,     -0.1884496078,     -0.1699336876,    -0.09455177058,     -0.1886093869,   -0.002056249895,     -0.6571489658
          3,           0,           3,      -3.944988371,       -1.53972829,      -1.390251418,       1.541226686,       0.968846211,       5.764214853,     0.07095469002,     -0.4819497599,                 0,                 0,                 0,    -0.05530846499,     0.07095469002,     -0.4819497599,                 0,      -6.792359459,    0.002300711177,     -0.2517312872,     -0.2263902176,     -0.1271791201,     -0.2549358645,    -0.00221798889,     -0.7226940549
          3,           0,           4,      -3.992759945,      -1.576861581,      -1.415187787,       1.489926097,       0.969291808,       5.936470126,      0.0690745262,     -0.4636340367,                 0,                 0,                 0,    -0.04665144482,      0.0690745262,     -0.4636340367,                 0,      -6.712084212,    0.002300711177,     -0.2995028604,     -0.2635235093,     -0.1521154892,     -0.3062364537,    -0.00177239194,     -0.5504387819
